code,type,name,priority_code,year
01 02,program,საბიბლიოთეკო საქმიანობა,4,2016
01 03,program,ჰერალდიკური საქმიანობის სახელმწიფო რეგულირება,4,2016
01 04,program,,NA,2016
02 00,spending agency,საქართველოს პრეზიდენტის ადმინისტრაცია,6,2016
02 01,program,,NA,2016
02 02,program,,NA,2016
03 00,spending agency,საქართველოს ეროვნული უშიშროების საბჭოს აპარატი,NA,2016
03 01,program,საქართველოს ეროვნული უშიშროების საბჭოს აპარატი,2,2016
03 02,program,,NA,2016
04 00,spending agency,საქართველოს მთავრობის ადმინისტრაცია,NA,2016
05 00,spending agency,სახელმწიფო აუდიტის სამსახური,NA,2016
05 01,program,სახელმწიფო აუდიტის სამსახურის აპარატი,6,2016
05 02,program,სსიპ - საჯარო აუდიტის ინსტიტუტი,6,2016
06 00,spending agency,საქართველოს ცენტრალური საარჩევნო კომისია,NA,2016
06 01,program,საარჩევნო გარემოს განვითარება,6,2016
06 02,program,არჩევნების ჩატარების ღონისძიებები,6,2016
06 03,program,საარჩევნო ინსტიტუციის განვითარების და სამოქალაქო განათლების ხელშეწყობა,6,2016
06 04,program,პოლიტიკური პარტიებისა და არასამთავრობო სექტორის დაფინანსება,6,2016
06 06,program,,NA,2016
07 00,spending agency,საქართველოს საკონსტიტუციო სასამართლო,11,2016
08 00,spending agency,საქართველოს უზენაესი სასამართლო,11,2016
08 01,program,,NA,2016
09 00,spending agency,საერთო სასამართლოები,NA,2016
09 01,program,საერთო სასამართლოების სისტემის განვითარება და ხელშეწყობა,11,2016
09 02,program,მოსამართლეებისა და სასამართლოს თანამშრომლების მომზადება-გადამზადება,4,2016
10 00,spending agency,საქართველოს იუსტიციის უმაღლესი საბჭო,11,2016
11 00,spending agency,"სახელმწიფო რწმუნებულის - გუბერნატორის ადმინისტრაცია აბაშის, ზუგდიდის, მარტვილის, მესტიის, სენაკის, ჩხოროწყუს, წალენჯიხის, ხობის მუნიციპალიტეტებსა და ქალაქ ფოთსა და ქალაქ ზუგდიდის მუნიციპალიტეტებში",6,2016
12 00,spending agency,"სახელმწიფო რწმუნებულის – გუბერნატორის ადმინისტრაცია ლანჩხუთის, ოზურგეთის, ჩოხატაურის მუნიციპალიტეტებსა და ქალაქ ოზურგეთის მუნიციპალიტეტში",6,2016
